CAS#,CAS,Substance,PrimaryMoA,MolarMass(g/mol),Tm [oC],Pvap25 [Pa],Sol25 [mg/L],Kow [-],pKa1 [-],pKb1 [-],kdeg(water) [s-1],kdeg(sed) [s-1],kdeg(soil) [s-1],OrigenQuality-Acute EC50,SelectTaxa-Acute EC50,DataType-Acute EC50,RiskEndpoint-Acute EC50,#ToxData-Acute EC50,#Species-Acute EC50,#TaxClass-Acute EC50,10LogSSDMedianConcentration(ug/L)-MuAcute EC50,10LogSSDSlope(ug/L)-SigmaAcute EC50,Remark on acute SSD slope,QualityScore-Acute EC50,Remarks-Acute EC50,OrigenQuality-Chronic NOEC,SelectTaxa-Chronic NOEC,DataType-Chronic NOEC,RiskEndpoint-Chronic NOEC,#ToxData-Chronic NOEC,#Species-Chronic NOEC,#TaxClass-Chronic NOEC,10LogSSDMedianConcentration(ug/L)-MuChronic NOEC,10LogSSDSlope(ug/L)-SigmaChronic NOEC,Remark on chronic SSD slope,QualityScore-Chronic NOEC,Remarks-Chronic NOEC,Filter
59756604,59756-60-4,1-Methyl-3-phenyl-5-[3-(trifluoromethyl)phenyl]-4-(1H)-pyridinone,unclassified herbicides,,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,61,20,5,3.88,0.403,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,10,24,3,2.7605,0.8105,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,59756-60-4
69327760,69327-76-0,"2-[(1,1-Dimethylethyl)imino]tetrahydro-3-(1-methylethyl)-5-phenyl-4H-1,3,5-thiadiazin-4-one",chitin synthesis inhibitor,,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,20,13,6,3.19,0.804,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,20,18,4,2.0133,1.6959,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,69327-76-0
69409945,69409-94-5,Fluvalinaat,pyrethroid ester,,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,56,13,4,0.506,0.862,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,11,16,2,-1.0109,1.3515,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,69409-94-5
69806504,69806-50-4,Fluazifop-butyl,aryloxyphenoxypropionic,,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,23,13,4,3.48,1.12,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,7,12,2,2.0062,0.8363,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,69806-50-4
74222972,74222-97-2,"2-[[[[(4,6-Dimethyl-2-pyrimidinyl)amino]carbonyl]amino]sulfonyl]benzoic acid, Methyl ester",INHIBITS AMINO ACID SYNTHESIS,,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,21,12,3,5.37,0.871,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,11,24,5,1.3123,0.9539,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,74222-97-2
76578148,76578-14-8,Quizalofop-ethyl,aryloxyphenoxypropionic,,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,31,15,4,3.18,0.593,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,9,20,5,2.0417,0.8363,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,76578-14-8
80844071,80844-07-1,Ethofenprox,pyrethroid ester,,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,45,23,6,1.82,1.58,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,13,16,2,-0.332,1.3515,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,80844-07-1
81406373,81406-37-3,Fluroxypyr-meptyl,pyridine,,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,15,14,5,3.13,0.864,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,15,18,6,1.9462,0.8498,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,81406-37-3
86209510,86209-51-0,Primisulfuron-methyl,INHIBITS AMINO ACID SYNTHESIS,,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,20,11,5,3.86,1.16,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,9,21,5,2.0499,0.9539,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,86209-51-0
75014,75-01-4,Vinyl chloride,non polar narcosis,62.499,-122.02,362576,4837.5,41.6869383470336,,,9.7149180368162e-09,3.50074333616134e-08,1.13259343228749e-07,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,18,24,3,5.45,0.702,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,3,12,2,5.0265,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,75-01-4
123911,123-91-1,"1,4-Dioxane",non polar narcosis,88.106,-63.61,5411.98,44000,0.478630092322638,,,3.70724104357324e-09,1.13259343228749e-07,3.50074333616134e-07,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,7,24,2,6.85,0.702,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,3,12,3,5.9161,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,123-91-1
108441,108-44-1,m-Toluidine,Polar Narcosis,107.16,11.62,40.7898,7338.9,41.6869383470336,,9,4.98913980848035e-07,1.13259343228749e-07,3.50074333616134e-07,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,10,20,4,4.03,0.84,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,5,12,2,2.0198,0.8399,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,108-44-1
108394,108-39-4,m-cresol,Polar Narcosis,108.14,15.69,22.2611,16242,114.815362149688,10,,2.77596429482229e-06,1.13259343228749e-06,3.50074333616134e-06,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,43,40,4,4.46,0.84,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,11,16,4,3.414,0.8399,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,108-39-4
78875,78-87-5,"1,2-Dichloropropane",fumigant,112.99,-79.67,6051.82,3145.3,177.827941003892,,,1.03260534555503e-08,1.13259343228749e-08,3.50074333616134e-08,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,41,30,3,5,0.628,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,17,15,3,4.2428,0.6281,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,78-87-5
106434,106-43-4,4-chlorotoluene,non polar narcosis,126.59,-27.46,298.592,60.804,1513.56124843621,,,1.27192957641434e-08,3.50074333616134e-08,1.13259343228749e-07,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,25,16,3,3.86,0.702,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,6,12,2,3.1418,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,106-43-4
95498,95-49-8,2-chlorotoluene,non polar narcosis,126.59,-27.46,350.579,56.118,1513.56124843621,,,3.45173745060355e-09,3.50074333616134e-08,1.13259343228749e-07,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,27,36,3,4.19,0.702,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,8,20,3,3.1872,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,95-49-8
95512,95-51-2,2-Chloroaniline,Uncoupler of oxidative phosphorylation,127.58,24.41,30.9256,1755.1,52.4807460249773,,11,2.2e-09,1.13259343228749e-07,3.50074333616134e-07,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,31,27,4,4.04,0.727,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,5,12,3,1.8584,0.7266,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,95-51-2
108429,108-42-9,3-Chloroaniline,Polar Narcosis,127.58,24.41,10.15746,1728.6,52.4807460249773,,10,6.48298899940314e-09,1.13259343228749e-07,3.50074333616134e-07,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,15,32,4,3.7,0.84,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,5,16,2,2.4311,0.8399,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,108-42-9
99081,99-08-1,3-nitrotoluene,non polar narcosis,137.14,38.16,9.38432,284.74,229.086765276777,,,3.94842186868704e-09,3.50074333616134e-08,1.13259343228749e-07,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,35,28,4,4.36,0.702,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,6,12,3,3.1072,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,99-08-1
88722,88-72-2,2-nitrotoluene,non polar narcosis,137.14,38.16,15.7294,587.77,229.086765276777,,,7.97138542816704e-09,3.50074333616134e-08,1.13259343228749e-07,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,24,28,4,4.52,0.702,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,6,12,3,3.6041,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,88-72-2
99990,99-99-0,4-nitrotoluene,non polar narcosis,137.14,38.16,3.66575,284.74,229.086765276777,,,1.3008024989621e-08,3.50074333616134e-08,1.13259343228749e-07,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,28,28,4,4.42,0.702,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,7,12,3,3.3256,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,99-99-0
69727,69-72-7,Salicylic acid,non polar narcosis,138.12,93.83,0.00425227,5060,173.780082874938,3,,1.59177317699135e-06,3.50074333616134e-07,1.13259343228749e-06,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,25,28,3,5.24,0.702,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,14,16,2,4.151,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,69-72-7
92524,92-52-4,biphenyl,non polar narcosis,154.21,25.07,0.998417,5.0316,5754.39937337157,,,9.06501334693379e-07,1.13259343228749e-08,3.50074333616134e-08,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,32,36,3,3.39,0.702,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,8,12,2,2.403,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,92-52-4
88733,88-73-3,1-Chloro-2-nitrobenzene,non polar narcosis,157.56,48.76,3.82571,375.19,288.403150312661,,,2.2e-09,1.13259343228749e-07,3.50074333616134e-07,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,26,24,3,4.2,0.702,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,14,12,2,3.41,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,88-73-3
100005,100-00-5,1-Chloro-4-nitrobenzene,non polar narcosis,157.56,48.76,1.4663,395.16,288.403150312661,,,2.2e-09,1.13259343228749e-07,3.50074333616134e-07,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,32,32,4,3.93,0.702,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,9,16,3,2.9079,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,100-00-5
87616,87-61-6,"1,2,3-Trichlorobenzene",non polar narcosis,181.45,16.44,9.57094,27.463,8511.38038202378,,,2.94201845910043e-09,1.13259343228749e-08,3.50074333616134e-08,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,27,36,6,3.36,0.702,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,8,16,2,2.2651,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,87-61-6
58082,58-08-2,Caffeine,pyridine,194.2,180.3,9.77089e-07,323000,1.44543977074593,,,6.80105824916378e-09,1.13259343228749e-07,3.50074333616134e-07,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,18,15,3,4.59,0.85,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,8,15,4,1.2876,0.8498,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,58-08-2
140669,140-66-9,"4-(1,1,3,3-Tetramethylbutyl)phenol",Polar Narcosis,206.33,72.79,0.0690494,16.11,190546.071796325,10,,4.48352041335739e-09,3.50074333616134e-07,1.13259343228749e-06,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,14,32,4,2.32,0.84,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,48,16,3,1.7379,0.8399,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,140-66-9
84852153,84852-15-3,"4-Nonylphenol, Branched",Polar Narcosis,220.36,89.94,0.00798467,0.24589,831763.771102671,10,,9.94909128478658e-09,1.13259343228749e-07,3.50074333616134e-07,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,51,20,4,2.4,0.84,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,46,16,4,1.6743,0.8399,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,84852-15-3
101202,101-20-2,Triclocarban,non polar narcosis,315.59,182.04,4.81213e-07,0.61975,79432.8234724282,13.56,,2.2e-09,1.13259343228749e-08,1.13259343228749e-08,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,17,20,4,1.68,0.702,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,6,12,2,1.0552,0.7024,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,101-20-2
60548,60-54-8,Tetracycline,bactericides,444.44,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,11,21,5,3.63,1.29,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,23,21,5,2.4198,1.289,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,60-54-8
525666,525-66-6,Propranolol,Cardiovascular Drugs,259.35,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,21,30,4,3.64,1.04,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,37,24,4,2.0646,1.0385,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,525-66-6
19044883,19044-88-3,Oryzalin,dinitroaniline,346.37,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,13,27,4,2.84,0.912,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,16,30,6,1.5433,0.912,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,19044-88-3
33629479,33629-47-9,Butralin,dinitroaniline,295.34,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,11,21,3,2.3,0.912,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,10,21,4,0.4758,0.912,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,33629-47-9
35554440,35554-44-0,Imazalil,conazole,297.19,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,14,20,3,3.35,0.693,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,6,24,2,3.2076,0.6929,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,35554-44-0
43121433,43121-43-3,Triadimefon,conazole,293.76,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,31,40,4,3.83,0.693,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,19,24,3,2.6604,0.6929,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,43121-43-3
51707552,51707-55-2,Thidiazuron,phenylurea,220.26,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,13,27,5,3.84,1.02,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,7,12,3,2.5713,1.0202,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,51707-55-2
55283686,55283-68-6,Ethalfluralin,dinitroaniline,333.27,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,20,24,3,2.12,0.912,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,7,12,3,0.9198,0.912,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,55283-68-6
66841256,66841-25-6,Tralomethrin,pyrethroid ester,665.04,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,35,36,4,0.313,1.35,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,14,16,2,-2.4121,1.3515,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,66841-25-6
79277273,79277-27-3,Thiameturon-methyl,INHIBITS AMINO ACID SYNTHESIS,387.4,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,8,18,3,5.21,0.954,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,11,24,7,1.6404,0.9539,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,79277-27-3
81777891,81777-89-1,Clomazone,unclassified herbicides,239.7,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,13,36,5,3.91,0.811,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,13,36,5,2.9945,0.8105,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,81777-89-1
82097505,82097-50-5,Triasulfuron,sulfonylurea,401.83,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,12,18,4,4.49,1.32,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,10,16,6,2.8163,1.3247,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,82097-50-5
83164334,83164-33-4,diflufenican,pyridine,394.3,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,9,18,4,3.18,0.85,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,4,12,4,2.223,0.8498,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,83164-33-4
94361065,94361-06-5,Cyproconazole,conazole,291.79,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,10,28,3,4.1,0.693,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,8,12,3,1.9182,0.6929,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,94361-06-5
95266403,95266-40-3,Cimecticarb,PLANT GROWT REGULATOR,252.27,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,15,30,4,4.64,0.924,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,21,27,6,2.9197,0.9236,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,95266-40-3
100646513,100646-51-3,Quizalofop-P-ethyl,aryloxyphenoxypropionic,372.81,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,12,32,4,3.36,0.836,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,15,28,5,2.0405,0.8363,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,100646-51-3
101200480,101200-48-0,Tribenuron-methyl,INHIBITS AMINO ACID SYNTHESIS,395.4,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Extrapolated GeoAvg Acute EC50,10,24,5,4.45,0.954,,1111,Acute EC50 not extrapolated - Officially enough species (>10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,16,27,6,2.1338,0.9539,,1111,Chronic NOEC not extrapolated - Officially enough species (>10) for ERA with SSDs,101200-48-0
